no_id,office_id,member_id,managed_entity_id,electric_date,electric_usage
7370,OFF001,user070,ME001,2023-06-19,1.217170868
7371,OFF001,user071,ME001,2023-06-19,1.105766551
7372,OFF001,user072,ME001,2023-06-19,1.378654927
7373,OFF001,user073,ME001,2023-06-19,1.787076436
7374,OFF001,user074,ME001,2023-06-19,1.051128939
7375,OFF001,user075,ME001,2023-06-19,1.836051585
7376,OFF001,user076,ME001,2023-06-19,1.097225298
7377,OFF001,user077,ME001,2023-06-19,1.897276948
7378,OFF001,user078,ME001,2023-06-19,1.408535412
7379,OFF001,user079,ME001,2023-06-19,1.295766618
7380,OFF001,user080,ME001,2023-06-19,1.639331341
7381,OFF001,user081,ME001,2023-06-19,1.622680734
7382,OFF001,user082,ME001,2023-06-19,1.305676706
7383,OFF001,user083,ME001,2023-06-19,1.344617392
7384,OFF001,user084,ME001,2023-06-19,1.411361412
7385,OFF001,user085,ME001,2023-06-19,1.372341034
7386,OFF001,user086,ME001,2023-06-19,1.892023025
7387,OFF001,user087,ME001,2023-06-19,1.702578198
7388,OFF001,user088,ME001,2023-06-19,1.40685178
7389,OFF001,user089,ME001,2023-06-19,1.832654065
7390,OFF001,user090,ME001,2023-06-19,1.835062093
7391,OFF001,user091,ME001,2023-06-19,1.982037682
7392,OFF001,user092,ME001,2023-06-19,1.649591832
7393,OFF001,user093,ME001,2023-06-19,1.237945349
7394,OFF001,user094,ME001,2023-06-19,1.763742403
7395,OFF001,user095,ME001,2023-06-19,1.483444729
7396,OFF001,user096,ME001,2023-06-19,1.530352261
7397,OFF001,user097,ME001,2023-06-19,1.736662498
7398,OFF001,user098,ME001,2023-06-19,1.668434913
7399,OFF001,user099,ME001,2023-06-19,1.256949453
7400,OFF001,user100,ME001,2023-06-19,1.497632188
7401,OFF001,user001,ME001,2023-06-19,1.187235918
7402,OFF001,user002,ME001,2023-06-19,1.039756914
7403,OFF001,user003,ME001,2023-06-19,1.129255164
7404,OFF001,user004,ME001,2023-06-19,1.452502513
7405,OFF001,user005,ME001,2023-06-19,1.212715438
7406,OFF001,user006,ME001,2023-06-19,1.749723743
7407,OFF001,user007,ME001,2023-06-19,1.497687648
7408,OFF001,user008,ME001,2023-06-19,1.289722109
7409,OFF001,user009,ME001,2023-06-19,1.541121568
7410,OFF001,user010,ME001,2023-06-19,1.146050695
7411,OFF001,user011,ME001,2023-06-19,1.110080934
7412,OFF001,user012,ME001,2023-06-19,1.461334986
7413,OFF001,user013,ME001,2023-06-19,1.983640166
7414,OFF001,user014,ME001,2023-06-19,1.538232782
7415,OFF001,user015,ME001,2023-06-19,1.849408303
7416,OFF001,user016,ME001,2023-06-19,1.640444145
7417,OFF001,user017,ME001,2023-06-19,1.909470263
7418,OFF001,user018,ME001,2023-06-19,1.998478201
7419,OFF001,user019,ME001,2023-06-19,1.733542853
7420,OFF001,user020,ME001,2023-06-19,1.843056436
7421,OFF001,user021,ME001,2023-06-19,1.167499203
7422,OFF001,user022,ME001,2023-06-19,1.218398036
7423,OFF001,user023,ME001,2023-06-19,1.451164845
7424,OFF001,user024,ME001,2023-06-19,1.329818173
7425,OFF001,user025,ME001,2023-06-19,1.501060752
7426,OFF001,user026,ME001,2023-06-19,1.541201966
7427,OFF001,user027,ME001,2023-06-19,1.389508621
7428,OFF001,user028,ME001,2023-06-19,1.53258052
7429,OFF001,user029,ME001,2023-06-19,1.624395992
7430,OFF001,user030,ME001,2023-06-19,1.14144957
7431,OFF001,user031,ME001,2023-06-19,1.698025698
7432,OFF001,user032,ME001,2023-06-19,1.464634369
7433,OFF001,user033,ME001,2023-06-19,1.447451587
7434,OFF001,user034,ME001,2023-06-19,1.789962844
7435,OFF001,user035,ME001,2023-06-19,1.012177278
7436,OFF001,user036,ME001,2023-06-19,1.724665793
7437,OFF001,user037,ME001,2023-06-19,1.541764699
7438,OFF001,user038,ME001,2023-06-19,1.734226155
7439,OFF001,user039,ME001,2023-06-19,1.126275177
7440,OFF001,user040,ME001,2023-06-19,1.506084883
7441,OFF001,user041,ME001,2023-06-19,1.904629479
7442,OFF001,user042,ME001,2023-06-19,1.349920885
7443,OFF001,user043,ME001,2023-06-19,1.180727381
7444,OFF001,user044,ME001,2023-06-19,1.874543172
7445,OFF001,user045,ME001,2023-06-19,1.453344757
7446,OFF001,user046,ME001,2023-06-19,1.363249514
7447,OFF001,user047,ME001,2023-06-19,1.18416461
7448,OFF001,user048,ME001,2023-06-19,1.743133544
7449,OFF001,user049,ME001,2023-06-19,1.787678363
7450,OFF001,user050,ME001,2023-06-19,1.327528913
7451,OFF001,user051,ME001,2023-06-19,1.718944376
7452,OFF001,user052,ME001,2023-06-19,1.322289466
7453,OFF001,user053,ME001,2023-06-19,1.341903359
7454,OFF001,user054,ME001,2023-06-19,1.965646407
7455,OFF001,user055,ME001,2023-06-19,1.42554434
7456,OFF001,user056,ME001,2023-06-19,1.782663649
7457,OFF001,user057,ME001,2023-06-19,1.049794855
7458,OFF001,user058,ME001,2023-06-19,1.183242634
7459,OFF001,user059,ME001,2023-06-19,1.987084986
7460,OFF001,user060,ME001,2023-06-19,1.305912991
7461,OFF001,user061,ME001,2023-06-19,1.795690588
7462,OFF001,user062,ME001,2023-06-19,1.949647889
7463,OFF001,user063,ME001,2023-06-19,1.980288335
7464,OFF001,user064,ME001,2023-06-19,1.221769948
7465,OFF001,user065,ME001,2023-06-19,1.54617743
7466,OFF001,user066,ME001,2023-06-19,1.11650868
7467,OFF001,user067,ME001,2023-06-19,1.566331551
7468,OFF001,user068,ME001,2023-06-19,1.482378153
7469,OFF001,user069,ME001,2023-06-19,1.05955193
7470,OFF001,user070,ME001,2023-06-19,1.830809323
7471,OFF001,user071,ME001,2023-06-19,1.759069863
7472,OFF001,user072,ME001,2023-06-19,1.828294958
7473,OFF001,user073,ME001,2023-06-19,1.008708703
7474,OFF001,user074,ME001,2023-06-19,1.681284759
7475,OFF001,user075,ME001,2023-06-19,1.97727556
7476,OFF001,user076,ME001,2023-06-19,1.48522766
7477,OFF001,user077,ME001,2023-06-19,1.465441588
7478,OFF001,user078,ME001,2023-06-19,1.63031885
7479,OFF001,user079,ME001,2023-06-19,1.921420533
7480,OFF001,user080,ME001,2023-06-19,1.737808092
7481,OFF001,user081,ME001,2023-06-19,1.722539417
7482,OFF001,user082,ME001,2023-06-19,1.691866405
7483,OFF001,user083,ME001,2023-06-19,1.71731223
7484,OFF001,user084,ME001,2023-06-19,1.112451598
7485,OFF001,user085,ME001,2023-06-19,1.071564689
7486,OFF001,user086,ME001,2023-06-19,1.354223614
7487,OFF001,user087,ME001,2023-06-19,1.944294614
7488,OFF001,user088,ME001,2023-06-19,1.603985714
7489,OFF001,user089,ME001,2023-06-19,1.332488227
7490,OFF001,user090,ME001,2023-06-19,1.417367898
7491,OFF001,user091,ME001,2023-06-19,1.227687372
7492,OFF001,user092,ME001,2023-06-19,1.045515854
7493,OFF001,user093,ME001,2023-06-19,1.06022079
7494,OFF001,user094,ME001,2023-06-19,1.778701733
7495,OFF001,user095,ME001,2023-06-19,1.680901753
7496,OFF001,user096,ME001,2023-06-19,1.232120462
7497,OFF001,user097,ME001,2023-06-19,1.035408591
7498,OFF001,user098,ME001,2023-06-19,1.287722528
7499,OFF001,user099,ME001,2023-06-19,1.978576158
7500,OFF001,user100,ME001,2023-06-19,1.910496578
7501,OFF001,user001,ME001,2023-06-19,1.325864272
7502,OFF001,user002,ME001,2023-06-19,1.961948851
7503,OFF001,user003,ME001,2023-06-19,1.690299051
7504,OFF001,user004,ME001,2023-06-19,1.998634535
7505,OFF001,user005,ME001,2023-06-19,1.542868826
7506,OFF001,user006,ME001,2023-06-19,1.758374695
7507,OFF001,user007,ME001,2023-06-19,1.44226277
7508,OFF001,user008,ME001,2023-06-19,1.94045014
7509,OFF001,user009,ME001,2023-06-19,1.474703188
7510,OFF001,user010,ME001,2023-06-19,1.079274089
7511,OFF001,user011,ME001,2023-06-19,1.521767707
7512,OFF001,user012,ME001,2023-06-19,1.041366088
7513,OFF001,user013,ME001,2023-06-19,1.749094061
7514,OFF001,user014,ME001,2023-06-19,1.217612907
7515,OFF001,user015,ME001,2023-06-19,1.618611419
7516,OFF001,user016,ME001,2023-06-19,1.748303139
7517,OFF001,user017,ME001,2023-06-19,1.114218134
7518,OFF001,user018,ME001,2023-06-19,1.235081878
7519,OFF001,user019,ME001,2023-06-19,1.047859875
7520,OFF001,user020,ME001,2023-06-19,1.215953179
7521,OFF001,user021,ME001,2023-06-19,1.141145187
7522,OFF001,user022,ME001,2023-06-19,1.128614276
7523,OFF001,user023,ME001,2023-06-19,1.397266427
7524,OFF001,user024,ME001,2023-06-19,1.396487711
7525,OFF001,user025,ME001,2023-06-19,1.497938938
7526,OFF001,user026,ME001,2023-06-19,1.831437435
7527,OFF001,user027,ME001,2023-06-19,1.022497414
7528,OFF001,user028,ME001,2023-06-19,1.248004685
7529,OFF001,user029,ME001,2023-06-19,1.472259301
7530,OFF001,user030,ME001,2023-06-19,1.217037256
7531,OFF001,user031,ME001,2023-06-19,1.477711336
7532,OFF001,user032,ME001,2023-06-19,1.394717898
7533,OFF001,user033,ME001,2023-06-19,1.961681857
7534,OFF001,user034,ME001,2023-06-19,1.146374595
7535,OFF001,user035,ME001,2023-06-19,1.556126978
7536,OFF001,user036,ME001,2023-06-19,1.653312009
7537,OFF001,user037,ME001,2023-06-19,1.964536993
7538,OFF001,user038,ME001,2023-06-19,1.383098452
7539,OFF001,user039,ME001,2023-06-19,1.660673121
7540,OFF001,user040,ME001,2023-06-19,1.95371751
7541,OFF001,user041,ME001,2023-06-19,1.966661266
7542,OFF001,user042,ME001,2023-06-19,1.135721043
7543,OFF001,user043,ME001,2023-06-19,1.733271254
7544,OFF001,user044,ME001,2023-06-19,1.4091393
7545,OFF001,user045,ME001,2023-06-19,1.778060248
7546,OFF001,user046,ME001,2023-06-19,1.93787763
7547,OFF001,user047,ME001,2023-06-19,1.196088143
7548,OFF001,user048,ME001,2023-06-19,1.033597518
7549,OFF001,user049,ME001,2023-06-19,1.937528804
7550,OFF001,user050,ME001,2023-06-19,1.389860215
7551,OFF001,user051,ME001,2023-06-19,1.883052282
7552,OFF001,user052,ME001,2023-06-19,1.730627748
7553,OFF001,user053,ME001,2023-06-19,1.477909333
7554,OFF001,user054,ME001,2023-06-19,1.14847932
7555,OFF001,user055,ME001,2023-06-19,1.524175952
7556,OFF001,user056,ME001,2023-06-19,1.503446766
7557,OFF001,user057,ME001,2023-06-19,1.729395008
7558,OFF001,user058,ME001,2023-06-19,1.104937915
7559,OFF001,user059,ME001,2023-06-19,1.932953571
7560,OFF001,user060,ME001,2023-06-19,1.544726756
7561,OFF001,user061,ME001,2023-06-19,1.256869527
7562,OFF001,user062,ME001,2023-06-19,1.8753035
7563,OFF001,user063,ME001,2023-06-19,1.147845036
7564,OFF001,user064,ME001,2023-06-19,1.950849148
7565,OFF001,user065,ME001,2023-06-19,1.955341388
7566,OFF001,user066,ME001,2023-06-19,1.092736061
7567,OFF001,user067,ME001,2023-06-19,1.460470088
7568,OFF001,user068,ME001,2023-06-19,1.545370554
7569,OFF001,user069,ME001,2023-06-19,1.097221674
7570,OFF001,user070,ME001,2023-06-19,1.161567734
7571,OFF001,user071,ME001,2023-06-19,1.725213289
7572,OFF001,user072,ME001,2023-06-19,1.536376397
7573,OFF001,user073,ME001,2023-06-19,1.691894977
7574,OFF001,user074,ME001,2023-06-19,1.130956676
7575,OFF001,user075,ME001,2023-06-19,1.131972832
7576,OFF001,user076,ME001,2023-06-19,1.686797439
7577,OFF001,user077,ME001,2023-06-19,1.24072059
7578,OFF001,user078,ME001,2023-06-19,1.058718821
7579,OFF001,user079,ME001,2023-06-19,1.974247249
7580,OFF001,user080,ME001,2023-06-19,1.049840098
7581,OFF001,user081,ME001,2023-06-19,1.007687669
7582,OFF001,user082,ME001,2023-06-19,1.759592924
7583,OFF001,user083,ME001,2023-06-19,1.44964828
7584,OFF001,user084,ME001,2023-06-19,1.218380412
7585,OFF001,user085,ME001,2023-06-19,1.699965086
7586,OFF001,user086,ME001,2023-06-19,1.55427518
7587,OFF001,user087,ME001,2023-06-19,1.573336194
7588,OFF001,user088,ME001,2023-06-19,1.413190511
7589,OFF001,user089,ME001,2023-06-19,1.757826077
7590,OFF001,user090,ME001,2023-06-19,1.170822385
7591,OFF001,user091,ME001,2023-06-19,1.621395735
7592,OFF001,user092,ME001,2023-06-19,1.077564058
7593,OFF001,user093,ME001,2023-06-19,1.601343392
7594,OFF001,user094,ME001,2023-06-19,1.071870127
7595,OFF001,user095,ME001,2023-06-19,1.744306279
7596,OFF001,user096,ME001,2023-06-19,1.240585164
7597,OFF001,user097,ME001,2023-06-19,1.77397963
7598,OFF001,user098,ME001,2023-06-19,1.296527959
7599,OFF001,user099,ME001,2023-06-19,1.056593564
7600,OFF001,user100,ME001,2023-06-19,1.317588912
7601,OFF001,user001,ME001,2023-06-20,1.55267695
7602,OFF001,user002,ME001,2023-06-20,1.813159939
7603,OFF001,user003,ME001,2023-06-20,1.336484396
7604,OFF001,user004,ME001,2023-06-20,1.458553789
7605,OFF001,user005,ME001,2023-06-20,1.578922757
7606,OFF001,user006,ME001,2023-06-20,1.209134424
7607,OFF001,user007,ME001,2023-06-20,1.272290444
7608,OFF001,user008,ME001,2023-06-20,1.459593996
7609,OFF001,user009,ME001,2023-06-20,1.535667239
7610,OFF001,user010,ME001,2023-06-20,1.328078461
7611,OFF001,user011,ME001,2023-06-20,1.333097973
7612,OFF001,user012,ME001,2023-06-20,1.363452341
7613,OFF001,user013,ME001,2023-06-20,1.12008596
7614,OFF001,user014,ME001,2023-06-20,1.546292604
7615,OFF001,user015,ME001,2023-06-20,1.715594721
7616,OFF001,user016,ME001,2023-06-20,1.811939677
7617,OFF001,user017,ME001,2023-06-20,1.993659919
7618,OFF001,user018,ME001,2023-06-20,1.142384404
7619,OFF001,user019,ME001,2023-06-20,1.012054318
7620,OFF001,user020,ME001,2023-06-20,1.951442041
7621,OFF001,user021,ME001,2023-06-20,1.060203128
7622,OFF001,user022,ME001,2023-06-20,1.912894224
7623,OFF001,user023,ME001,2023-06-20,1.136115273
7624,OFF001,user024,ME001,2023-06-20,1.120007971
7625,OFF001,user025,ME001,2023-06-20,1.115882264
7626,OFF001,user026,ME001,2023-06-20,1.230953903
7627,OFF001,user027,ME001,2023-06-20,1.426251776
7628,OFF001,user028,ME001,2023-06-20,1.650608062
7629,OFF001,user029,ME001,2023-06-20,1.870080963
7630,OFF001,user030,ME001,2023-06-20,1.669309354
7631,OFF001,user031,ME001,2023-06-20,1.744866142
7632,OFF001,user032,ME001,2023-06-20,1.265809
7633,OFF001,user033,ME001,2023-06-20,1.350398112
7634,OFF001,user034,ME001,2023-06-20,1.872807683
7635,OFF001,user035,ME001,2023-06-20,1.017373017
7636,OFF001,user036,ME001,2023-06-20,1.99378836
7637,OFF001,user037,ME001,2023-06-20,1.895542093
7638,OFF001,user038,ME001,2023-06-20,1.530500331
7639,OFF001,user039,ME001,2023-06-20,1.374367281
7640,OFF001,user040,ME001,2023-06-20,1.889978862
7641,OFF001,user041,ME001,2023-06-20,1.269882816
7642,OFF001,user042,ME001,2023-06-20,1.808739925
7643,OFF001,user043,ME001,2023-06-20,1.482982435
7644,OFF001,user044,ME001,2023-06-20,1.889606093
7645,OFF001,user045,ME001,2023-06-20,1.259555472
7646,OFF001,user046,ME001,2023-06-20,1.393551786
7647,OFF001,user047,ME001,2023-06-20,1.045479357
7648,OFF001,user048,ME001,2023-06-20,1.453662204
7649,OFF001,user049,ME001,2023-06-20,1.452444361
7650,OFF001,user050,ME001,2023-06-20,1.685333506
7651,OFF001,user051,ME001,2023-06-20,1.281514645
7652,OFF001,user052,ME001,2023-06-20,1.893353355
7653,OFF001,user053,ME001,2023-06-20,1.294279968
7654,OFF001,user054,ME001,2023-06-20,1.253711566
7655,OFF001,user055,ME001,2023-06-20,1.052521039
7656,OFF001,user056,ME001,2023-06-20,1.497865789
7657,OFF001,user057,ME001,2023-06-20,1.057572643
7658,OFF001,user058,ME001,2023-06-20,1.696314056
7659,OFF001,user059,ME001,2023-06-20,1.607830556
7660,OFF001,user060,ME001,2023-06-20,1.830778872
7661,OFF001,user061,ME001,2023-06-20,1.349773521
7662,OFF001,user062,ME001,2023-06-20,1.094139877
7663,OFF001,user063,ME001,2023-06-20,1.504309008
7664,OFF001,user064,ME001,2023-06-20,1.623041854
7665,OFF001,user065,ME001,2023-06-20,1.388810027
7666,OFF001,user066,ME001,2023-06-20,1.126440892
7667,OFF001,user067,ME001,2023-06-20,1.292458592
7668,OFF001,user068,ME001,2023-06-20,1.981952492
7669,OFF001,user069,ME001,2023-06-20,1.940648708
7670,OFF001,user070,ME001,2023-06-20,1.0511148
7671,OFF001,user071,ME001,2023-06-20,1.187121689
7672,OFF001,user072,ME001,2023-06-20,1.818600738
7673,OFF001,user073,ME001,2023-06-20,1.087514682
7674,OFF001,user074,ME001,2023-06-20,1.524207211
7675,OFF001,user075,ME001,2023-06-20,1.285258036
7676,OFF001,user076,ME001,2023-06-20,1.572905093
7677,OFF001,user077,ME001,2023-06-20,1.175232936
7678,OFF001,user078,ME001,2023-06-20,1.47927386
7679,OFF001,user079,ME001,2023-06-20,1.357572421
7680,OFF001,user080,ME001,2023-06-20,1.641714075
7681,OFF001,user081,ME001,2023-06-20,1.04906368
7682,OFF001,user082,ME001,2023-06-20,1.946745359
7683,OFF001,user083,ME001,2023-06-20,1.593136127
7684,OFF001,user084,ME001,2023-06-20,1.85639963
7685,OFF001,user085,ME001,2023-06-20,1.957650392
7686,OFF001,user086,ME001,2023-06-20,1.033008138
7687,OFF001,user087,ME001,2023-06-20,1.401488542
7688,OFF001,user088,ME001,2023-06-20,1.768506154
7689,OFF001,user089,ME001,2023-06-20,1.569189733
7690,OFF001,user090,ME001,2023-06-20,1.189506
7691,OFF001,user091,ME001,2023-06-20,1.042511054
7692,OFF001,user092,ME001,2023-06-20,1.116747165
7693,OFF001,user093,ME001,2023-06-20,1.39287168
7694,OFF001,user094,ME001,2023-06-20,1.361776126
7695,OFF001,user095,ME001,2023-06-20,1.785418803
7696,OFF001,user096,ME001,2023-06-20,1.252943109
7697,OFF001,user097,ME001,2023-06-20,1.967500851
7698,OFF001,user098,ME001,2023-06-20,1.342723322
7699,OFF001,user099,ME001,2023-06-20,1.070910594
7700,OFF001,user100,ME001,2023-06-20,1.630300305
7701,OFF001,user001,ME001,2023-06-20,1.891753622
7702,OFF001,user002,ME001,2023-06-20,1.42273849
7703,OFF001,user003,ME001,2023-06-20,1.073198602
7704,OFF001,user004,ME001,2023-06-20,1.343885128
7705,OFF001,user005,ME001,2023-06-20,1.562460152
7706,OFF001,user006,ME001,2023-06-20,1.828125764
7707,OFF001,user007,ME001,2023-06-20,1.685789216
7708,OFF001,user008,ME001,2023-06-20,1.65186431
7709,OFF001,user009,ME001,2023-06-20,1.843080177
7710,OFF001,user010,ME001,2023-06-20,1.043062423
7711,OFF001,user011,ME001,2023-06-20,1.029083936
7712,OFF001,user012,ME001,2023-06-20,1.732579404
7713,OFF001,user013,ME001,2023-06-20,1.505849946
7714,OFF001,user014,ME001,2023-06-20,1.42807277
7715,OFF001,user015,ME001,2023-06-20,1.164033061
7716,OFF001,user016,ME001,2023-06-20,1.140449225
7717,OFF001,user017,ME001,2023-06-20,1.581467375
7718,OFF001,user018,ME001,2023-06-20,1.35870367
7719,OFF001,user019,ME001,2023-06-20,1.744959795
7720,OFF001,user020,ME001,2023-06-20,1.084893661
7721,OFF001,user021,ME001,2023-06-20,1.178662444
7722,OFF001,user022,ME001,2023-06-20,1.808290935
7723,OFF001,user023,ME001,2023-06-20,1.255997273
7724,OFF001,user024,ME001,2023-06-20,1.435409986
7725,OFF001,user025,ME001,2023-06-20,1.372262594
7726,OFF001,user026,ME001,2023-06-20,1.338734928
7727,OFF001,user027,ME001,2023-06-20,1.287554598
7728,OFF001,user028,ME001,2023-06-20,1.964724306
7729,OFF001,user029,ME001,2023-06-20,1.791662813
7730,OFF001,user030,ME001,2023-06-20,1.64776607
7731,OFF001,user031,ME001,2023-06-20,1.417929463
7732,OFF001,user032,ME001,2023-06-20,1.112643933
7733,OFF001,user033,ME001,2023-06-20,1.697869934
7734,OFF001,user034,ME001,2023-06-20,1.376772035
7735,OFF001,user035,ME001,2023-06-20,1.615952132
7736,OFF001,user036,ME001,2023-06-20,1.703074557
7737,OFF001,user037,ME001,2023-06-20,1.151544883
7738,OFF001,user038,ME001,2023-06-20,1.25368843
7739,OFF001,user039,ME001,2023-06-20,1.240533333
7740,OFF001,user040,ME001,2023-06-20,1.773444432
7741,OFF001,user041,ME001,2023-06-20,1.444157024
7742,OFF001,user042,ME001,2023-06-20,1.027105873
7743,OFF001,user043,ME001,2023-06-20,1.622941195
7744,OFF001,user044,ME001,2023-06-20,1.492949328
7745,OFF001,user045,ME001,2023-06-20,1.795715732
7746,OFF001,user046,ME001,2023-06-20,1.760239123
7747,OFF001,user047,ME001,2023-06-20,1.523089943
7748,OFF001,user048,ME001,2023-06-20,1.200408145
7749,OFF001,user049,ME001,2023-06-20,1.060491991
7750,OFF001,user050,ME001,2023-06-20,1.155418988
7751,OFF001,user051,ME001,2023-06-20,1.029624228
7752,OFF001,user052,ME001,2023-06-20,1.683635751
7753,OFF001,user053,ME001,2023-06-20,1.381272271
7754,OFF001,user054,ME001,2023-06-20,1.428761757
7755,OFF001,user055,ME001,2023-06-20,1.947350412
7756,OFF001,user056,ME001,2023-06-20,1.098493512
7757,OFF001,user057,ME001,2023-06-20,1.345528428
7758,OFF001,user058,ME001,2023-06-20,1.232772105
7759,OFF001,user059,ME001,2023-06-20,1.196388944
7760,OFF001,user060,ME001,2023-06-20,1.926041265
7761,OFF001,user061,ME001,2023-06-20,1.309076498
7762,OFF001,user062,ME001,2023-06-20,1.800996092
7763,OFF001,user063,ME001,2023-06-20,1.494397542
7764,OFF001,user064,ME001,2023-06-20,1.487050521
7765,OFF001,user065,ME001,2023-06-20,1.417385763
7766,OFF001,user066,ME001,2023-06-20,1.481004634
7767,OFF001,user067,ME001,2023-06-20,1.377939287
7768,OFF001,user068,ME001,2023-06-20,1.365464799
7769,OFF001,user069,ME001,2023-06-20,1.811869856
7770,OFF001,user070,ME001,2023-06-20,1.970398407
7771,OFF001,user071,ME001,2023-06-20,1.379439624
7772,OFF001,user072,ME001,2023-06-20,1.470232246
7773,OFF001,user073,ME001,2023-06-20,1.211165807
7774,OFF001,user074,ME001,2023-06-20,1.015485456
7775,OFF001,user075,ME001,2023-06-20,1.602136144
7776,OFF001,user076,ME001,2023-06-20,1.701349939
7777,OFF001,user077,ME001,2023-06-20,1.889711547
7778,OFF001,user078,ME001,2023-06-20,1.688748172
7779,OFF001,user079,ME001,2023-06-20,1.936041067
7780,OFF001,user080,ME001,2023-06-20,1.331444027
7781,OFF001,user081,ME001,2023-06-20,1.557639312
7782,OFF001,user082,ME001,2023-06-20,1.127816051
7783,OFF001,user083,ME001,2023-06-20,1.424465381
7784,OFF001,user084,ME001,2023-06-20,1.182224946
7785,OFF001,user085,ME001,2023-06-20,1.377829636
7786,OFF001,user086,ME001,2023-06-20,1.77341437
7787,OFF001,user087,ME001,2023-06-20,1.021659769
7788,OFF001,user088,ME001,2023-06-20,1.707536448
7789,OFF001,user089,ME001,2023-06-20,1.44482653
7790,OFF001,user090,ME001,2023-06-20,1.860246411
7791,OFF001,user091,ME001,2023-06-20,1.64815895
7792,OFF001,user092,ME001,2023-06-20,1.039922547
7793,OFF001,user093,ME001,2023-06-20,1.081432806
7794,OFF001,user094,ME001,2023-06-20,1.501329611
7795,OFF001,user095,ME001,2023-06-20,1.99778441
7796,OFF001,user096,ME001,2023-06-20,1.404750389
7797,OFF001,user097,ME001,2023-06-20,1.104674047
7798,OFF001,user098,ME001,2023-06-20,1.38996841
7799,OFF001,user099,ME001,2023-06-20,1.821246463
7800,OFF001,user100,ME001,2023-06-20,1.591018197
7801,OFF001,user001,ME001,2023-06-20,1.590410759
7802,OFF001,user002,ME001,2023-06-20,1.208911785
7803,OFF001,user003,ME001,2023-06-20,1.62431381
7804,OFF001,user004,ME001,2023-06-20,1.171203235
7805,OFF001,user005,ME001,2023-06-20,1.071096021
7806,OFF001,user006,ME001,2023-06-20,1.044678374
7807,OFF001,user007,ME001,2023-06-20,1.240187439
7808,OFF001,user008,ME001,2023-06-20,1.705170237
7809,OFF001,user009,ME001,2023-06-20,1.807780891
7810,OFF001,user010,ME001,2023-06-20,1.121132841
7811,OFF001,user011,ME001,2023-06-20,1.528927869
7812,OFF001,user012,ME001,2023-06-20,1.878992331
7813,OFF001,user013,ME001,2023-06-20,1.334502036
7814,OFF001,user014,ME001,2023-06-20,1.457289736
7815,OFF001,user015,ME001,2023-06-20,1.728063955
7816,OFF001,user016,ME001,2023-06-20,1.476340663
7817,OFF001,user017,ME001,2023-06-20,1.830147613
7818,OFF001,user018,ME001,2023-06-20,1.313571977
7819,OFF001,user019,ME001,2023-06-20,1.046183033
7820,OFF001,user020,ME001,2023-06-20,1.49316732
7821,OFF001,user021,ME001,2023-06-20,1.259862688
7822,OFF001,user022,ME001,2023-06-20,1.64377237
7823,OFF001,user023,ME001,2023-06-20,1.504064665
7824,OFF001,user024,ME001,2023-06-20,1.963635634
7825,OFF001,user025,ME001,2023-06-20,1.833002681
7826,OFF001,user026,ME001,2023-06-20,1.745023562
7827,OFF001,user027,ME001,2023-06-20,1.246283511
7828,OFF001,user028,ME001,2023-06-20,1.306880411
7829,OFF001,user029,ME001,2023-06-20,1.942074701
7830,OFF001,user030,ME001,2023-06-20,1.570280835
7831,OFF001,user031,ME001,2023-06-20,1.377517489
7832,OFF001,user032,ME001,2023-06-20,1.752983258
7833,OFF001,user033,ME001,2023-06-20,1.921513611
7834,OFF001,user034,ME001,2023-06-20,1.966373871
7835,OFF001,user035,ME001,2023-06-20,1.955185423
7836,OFF001,user036,ME001,2023-06-20,1.74632502
7837,OFF001,user037,ME001,2023-06-20,1.340742288
7838,OFF001,user038,ME001,2023-06-20,1.432694576
7839,OFF001,user039,ME001,2023-06-20,1.903969184
7840,OFF001,user040,ME001,2023-06-20,1.54706141
7841,OFF001,user041,ME001,2023-06-20,1.055676826
7842,OFF001,user042,ME001,2023-06-20,1.311217631
7843,OFF001,user043,ME001,2023-06-20,1.98435834
7844,OFF001,user044,ME001,2023-06-20,1.032703727
7845,OFF001,user045,ME001,2023-06-20,1.227897481
7846,OFF001,user046,ME001,2023-06-20,1.535702625
7847,OFF001,user047,ME001,2023-06-20,1.442116728
7848,OFF001,user048,ME001,2023-06-20,1.811886306
7849,OFF001,user049,ME001,2023-06-20,1.249342681
7850,OFF001,user050,ME001,2023-06-20,1.723976709
7851,OFF001,user051,ME001,2023-06-20,1.479528508
7852,OFF001,user052,ME001,2023-06-20,1.208357122
7853,OFF001,user053,ME001,2023-06-20,1.48523933
7854,OFF001,user054,ME001,2023-06-20,1.782576322
7855,OFF001,user055,ME001,2023-06-20,1.248567724
7856,OFF001,user056,ME001,2023-06-20,1.747012644
7857,OFF001,user057,ME001,2023-06-20,1.508298566
7858,OFF001,user058,ME001,2023-06-20,1.920667736
7859,OFF001,user059,ME001,2023-06-20,1.118543256
7860,OFF001,user060,ME001,2023-06-20,1.367543989
7861,OFF001,user061,ME001,2023-06-20,1.556884874
7862,OFF001,user062,ME001,2023-06-20,1.136457051
7863,OFF001,user063,ME001,2023-06-20,1.313334482
7864,OFF001,user064,ME001,2023-06-20,1.699330005
7865,OFF001,user065,ME001,2023-06-20,1.882828994
7866,OFF001,user066,ME001,2023-06-20,1.95542821
7867,OFF001,user067,ME001,2023-06-20,1.802659027
